stored_points,memory_MB,avg_insert_time_ms
100,137.015625,16.474180221557617
200,149.890625,16.518559455871582
300,159.890625,16.575772762298584
400,174.640625,16.534554958343506
500,184.390625,16.309518814086914
600,194.140625,16.621668338775635
700,204.390625,16.316535472869873
800,221.765625,16.40383005142212
900,232.015625,16.866512298583984
1000,241.890625,16.245131492614746
